UniProt.ID;Gene;Protein.Name;Panel;Tissue.Specificity;Tissue_Initials;Tissue_Initials2
1244;P30613;PKLR;Pyruvate kinase PKLR;Olink Explore Inflammation;Tissue enhanced: bone marrow- kidney- liver;TEBMKL
1245;P30740;SERPINB1;Leukocyte elastase inhibitor;Olink Explore Neurology;Tissue enhanced: bone marrow- esophagus;TEBME
1246;P31146;CORO1A;Coronin-1A;Olink Explore Cardiometabolic;Group enriched: bone marrow- lymphoid tissue;GEBMLT
1247;P31350;RRM2;Ribonucleoside-diphosphate reductase subunit M2;Olink Explore Oncology;Group enriched: bone marrow- esophagus- intestine- lymphoid tissue;GEBMEILT
1248;P31483;TIA1;Cytotoxic granule associated RNA binding protein TIA1;Olink Explore Cardiometabolic;Low tissue specificity;LTS
1249;P34896;SHMT1;Serine hydroxymethyltransferase- cytosolic;Olink Explore Inflammation;Tissue enhanced: kidney- liver;TEKL
1250;P34913;EPHX2;Bifunctional epoxide hydrolase 2;Olink Explore Cardiometabolic;Tissue enhanced: liver;TEL
1251;P34947;GRK5;G protein-coupled receptor kinase 5;Olink Explore Cardiometabolic;Low tissue specificity;LTS
1252;P34949;MPI;Mannose-6-phosphate isomerase;Olink Explore Oncology;Low tissue specificity;LTS
1253;P34998;CRHR1;Corticotropin-releasing factor receptor 1;Olink Explore Cardiometabolic;Group enriched: brain- pituitary gland;GEBPG
1254;P35613;BSG;Basigin;Olink Explore Inflammation;Low tissue specificity;LTS
1255;P35625;TIMP3;Metalloproteinase inhibitor 3;Olink Explore Inflammation;Low tissue specificity;LTS
1256;P35813;PPM1A;Protein phosphatase 1A;Olink Explore Oncology;Tissue enhanced: bone marrow;TEBM
1257;P36952;SERPINB5;Serpin B5;Olink Explore Cardiometabolic;Tissue enhanced: esophagus- skin 1- urinary bladder;TEES1UB
1258;P36959;GMPR;GMP reductase 1;Olink Explore Inflammation;Tissue enhanced: skeletal muscle- tongue;TESMT
1259;P37235;HPCAL1;Hippocalcin-like protein 1;Olink Explore Inflammation;Tissue enhanced: brain;TEB
1260;P39748;FEN1;Flap endonuclease 1;Olink Explore Oncology;Tissue enhanced: lymphoid tissue;TELT
1261;P40189;IL6ST;Interleukin-6 receptor subunit beta;Olink Explore Cardiometabolic;Low tissue specificity;LTS
1262;P41218;MNDA;Myeloid cell nuclear differentiation antigen;Olink Explore Cardiometabolic;Group enriched: bone marrow- lymphoid tissue;GEBMLT
1263;P41222;PTGDS;Prostaglandin-H2 D-isomerase;Olink Explore Cardiometabolic;Tissue enhanced: brain- heart muscle- testis;TEBHMT
1264;P41586;ADCYAP1R1;Pituitary adenylate cyclase-activating polypeptide type I receptor;Olink Explore Oncology;Tissue enriched: brain;TEB
1265;P43121;MCAM;Cell surface glycoprotein MUC18;Olink Explore Cardiometabolic;Low tissue specificity;LTS
1266;P45452;MMP13;Collagenase 3;Olink Explore Neurology;Tissue enriched: urinary bladder;TEUB
1267;P45984;MAPK9;Mitogen-activated protein kinase 9;Olink Explore Inflammation;Low tissue specificity;LTS
1268;P46060;RANGAP1;Ran GTPase-activating protein 1;Olink Explore Oncology;Low tissue specificity;LTS
1269;P48047;ATP5PO;ATP synthase subunit O- mitochondrial;Olink Explore Neurology;Tissue enhanced: tongue;TET
1270;P48304;REG1B;Lithostathine-1-beta;Olink Explore Cardiometabolic;Tissue enriched: pancreas;TEP
1271;P49767;VEGFC;Vascular endothelial growth factor C;Olink Explore Oncology;Low tissue specificity;LTS
1272;P50120;RBP2;Retinol-binding protein 2;Olink Explore Oncology;Tissue enriched: intestine;TEI
1273;P50453;SERPINB9;Serpin B9;Olink Explore Neurology;Tissue enhanced: lymphoid tissue- placenta;TELTP
1274;P50583;NUDT2;Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical];Olink Explore Oncology;Low tissue specificity;LTS
1275;P51531;SMARCA2;Probable global transcription activator SNF2L2;Olink Explore Neurology;Low tissue specificity;LTS
1276;P51692;STAT5B;Signal transducer and activator of transcription 5B;Olink Explore Oncology;Low tissue specificity;LTS
1277;P52789;HK2;Hexokinase-2;Olink Explore Cardiometabolic;Tissue enhanced: retina;TER
1278;P53985;SLC16A1;Monocarboxylate transporter 1;Olink Explore Neurology;Low tissue specificity;LTS
1279;P54317;PNLIPRP2;Pancreatic lipase-related protein 2;Olink Explore Inflammation;;
1280;P54727;RAD23B;UV excision repair protein RAD23 homolog B;Olink Explore Oncology;Low tissue specificity;LTS
1281;P55082;MFAP3;Microfibril-associated glycoprotein 3;Olink Explore Cardiometabolic;Low tissue specificity;LTS
1282;P55259;GP2;Pancreatic secretory granule membrane major glycoprotein GP2;Olink Explore Cardiometabolic;Tissue enriched: pancreas;TEP
1283;P55273;CDKN2D;Cyclin-dependent kinase 4 inhibitor D;Olink Explore Oncology;Tissue enhanced: bone marrow;TEBM
1284;P58546;MTPN;Myotrophin;Olink Explore Cardiometabolic;Low tissue specificity;LTS
1285;P60484;PTEN;Phosphatidylinositol 3-4-5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN;Olink Explore Neurology;Low tissue specificity;LTS
1286;P61218;POLR2F;DNA-directed RNA polymerases I- II- and III subunit RPABC2;Olink Explore Oncology;Low tissue specificity;LTS
1287;P61978;HNRNPK;Heterogeneous nuclear ribonucleoprotein K;Olink Explore Cardiometabolic;Low tissue specificity;LTS
1288;P62736;ACTA2;Actin- aortic smooth muscle;Olink Explore Cardiometabolic;Tissue enhanced: endometrium 1- seminal vesicle- smooth muscle;TEE1SVSM
1289;P82980;RBP5;Retinol-binding protein 5;Olink Explore Oncology;Tissue enhanced: kidney- liver;TEKL
1290;Q00796;SORD;Sorbitol dehydrogenase;Olink Explore Oncology;Tissue enhanced: cervix- liver;TECL
1291;Q01469;FABP5;Fatty acid-binding protein 5;Olink Explore Neurology;Group enriched: esophagus- vagina;GEEV
1292;Q02643;GHRHR;Growth hormone-releasing hormone receptor;Olink Explore Neurology;Tissue enriched: pituitary gland;TEPG
1293;Q02747;GUCA2A;Guanylin;Olink Explore Neurology;Tissue enriched: intestine;TEI
1294;Q03154;ACY1;Aminoacylase-1;Olink Explore Cardiometabolic;Group enriched: intestine- kidney- liver;GEIKL
1295;Q05315;CLC;Galectin-10;Olink Explore Cardiometabolic;Tissue enriched: bone marrow;TEBM
1296;Q06033;ITIH3;Inter-alpha-trypsin inhibitor heavy chain H3;Olink Explore Cardiometabolic;Tissue enriched: liver;TEL
1297;Q06787;FMR1;Fragile X messenger ribonucleoprotein 1;Olink Explore Oncology;Low tissue specificity;LTS
1298;Q07507;DPT;Dermatopontin;Olink Explore Cardiometabolic;Low tissue specificity;LTS
1299;Q07812;BAX;Apoptosis regulator BAX;Olink Explore Neurology;Low tissue specificity;LTS
1300;Q08AG7;MZT1;Mitotic-spindle organizing protein 1;Olink Explore Oncology;Low tissue specificity;LTS
1301;Q12765;SCRN1;Secernin-1;Olink Explore Inflammation;Tissue enhanced: brain;TEB
1302;Q12794;HYAL1;Hyaluronidase-1;Olink Explore Cardiometabolic;Tissue enhanced: liver- lymphoid tissue;TELLT
1303;Q12846;STX4;Syntaxin-4;Olink Explore Oncology;Low tissue specificity;LTS
1304;Q12918;KLRB1;Killer cell lectin-like receptor subfamily B member 1;Olink Explore Inflammation;Tissue enhanced: bone marrow- lymphoid tissue;TEBMLT
1305;Q13232;NME3;Nucleoside diphosphate kinase 3;Olink Explore Inflammation;Low tissue specificity;LTS
1306;Q13426;XRCC4;DNA repair protein XRCC4;Olink Explore Neurology;Low tissue specificity;LTS
1307;Q13508;ART3;Ecto-ADP-ribosyltransferase 3;Olink Explore Cardiometabolic;Group enriched: heart muscle- skeletal muscle- testis- tongue;GEHMSMTT
1308;Q14126;DSG2;Desmoglein-2;Olink Explore Neurology;Tissue enhanced: intestine- parathyroid gland;TEIPG
1309;Q14210;LY6D;Lymphocyte antigen 6D;Olink Explore Inflammation;Tissue enhanced: esophagus- skin 1- vagina;TEES1V
1310;Q14739;LBR;Delta(14)-sterol reductase LBR;Olink Explore Neurology;Low tissue specificity;LTS
1311;Q15043;SLC39A14;Metal cation symporter ZIP14;Olink Explore Neurology;Tissue enhanced: liver- pancreas;TELP
1312;Q15067;ACOX1;Peroxisomal acyl-coenzyme A oxidase 1;Olink Explore Cardiometabolic;Tissue enhanced: liver;TEL
1313;Q15427;SF3B4;Splicing factor 3B subunit 4;Olink Explore Oncology;Low tissue specificity;LTS
1314;Q15633;TARBP2;RISC-loading complex subunit TARBP2;Olink Explore Neurology;Low tissue specificity;LTS
1315;Q15814;TBCC;Tubulin-specific chaperone C;Olink Explore Neurology;Low tissue specificity;LTS
1316;Q15818;NPTX1;Neuronal pentraxin-1;Olink Explore Neurology;Tissue enriched: brain;TEB
1317;Q15831;STK11;Serine/threonine-protein kinase STK11;Olink Explore Cardiometabolic;Low tissue specificity;LTS
1318;Q16543;CDC37;Hsp90 co-chaperone Cdc37;Olink Explore Oncology;Low tissue specificity;LTS
1319;Q16595;FXN;Frataxin- mitochondrial;Olink Explore Oncology;Low tissue specificity;LTS
1320;Q16740;CLPP;ATP-dependent Clp protease proteolytic subunit- mitochondrial;Olink Explore Neurology;Low tissue specificity;LTS
1321;Q16762;TST;Thiosulfate sulfurtransferase;Olink Explore Neurology;Tissue enhanced: liver;TEL
1322;Q16772;GSTA3;Glutathione S-transferase A3;Olink Explore Oncology;Group enriched: adrenal gland- fallopian tube- placenta- skin 1;GEAGFTPS1
1323;Q16881;TXNRD1;Thioredoxin reductase 1- cytoplasmic;Olink Explore Neurology;Low tissue specificity;LTS
1324;Q3B7J2;GFOD2;Glucose-fructose oxidoreductase domain-containing protein 2;Olink Explore Oncology;Low tissue specificity;LTS
1325;Q3KPI0;CEACAM21;Carcinoembryonic antigen-related cell adhesion molecule 21;Olink Explore Inflammation;Tissue enhanced: bone marrow- lymphoid tissue;TEBMLT
1326;Q4LE39;ARID4B;AT-rich interactive domain-containing protein 4B;Olink Explore Neurology;Low tissue specificity;LTS
1327;Q53H47;SETMAR;Histone-lysine N-methyltransferase SETMAR;Olink Explore Neurology;Low tissue specificity;LTS
1328;Q5JTD0;TJAP1;Tight junction-associated protein 1;Olink Explore Oncology;Low tissue specificity;LTS
1329;Q5R372;RABGAP1L;Rab GTPase-activating protein 1-like;Olink Explore Inflammation;Tissue enhanced: heart muscle;TEHM
1330;Q5ZPR3;CD276;CD276 antigen;Olink Explore Inflammation;Low tissue specificity;LTS
1331;Q6FI81;CIAPIN1;Anamorsin;Olink Explore Oncology;Low tissue specificity;LTS
1332;Q6GTS8;PM20D1;N-fatty-acyl-amino acid synthase/hydrolase PM20D1;Olink Explore Cardiometabolic;Tissue enriched: pancreas;TEP
1333;Q6NXT1;ANKRD54;Ankyrin repeat domain-containing protein 54;Olink Explore Oncology;Low tissue specificity;LTS
1334;Q6P1M0;SLC27A4;Long-chain fatty acid transport protein 4;Olink Explore Neurology;Low tissue specificity;LTS
1335;Q6P1N0;CC2D1A;Coiled-coil and C2 domain-containing protein 1A;Olink Explore Neurology;Low tissue specificity;LTS
1336;Q6P2H3;CEP85;Centrosomal protein of 85 kDa;Olink Explore Oncology;Tissue enhanced: skeletal muscle- tongue;TESMT
1337;Q6P4E1;GOLM2;Protein GOLM2;Olink Explore Neurology;Low tissue specificity;LTS
1338;Q6PGN9;PSRC1;Proline/serine-rich coiled-coil protein 1;Olink Explore Oncology;Group enriched: brain- choroid plexus- retina;GEBCPR
1339;Q6PIL6;KCNIP4;Kv channel-interacting protein 4;Olink Explore Neurology;Tissue enhanced: brain- retina;TEBR
1340;Q6PJW8;CNST;Consortin;Olink Explore Cardiometabolic;Low tissue specificity;LTS
1341;Q6UWL2;SUSD1;Sushi domain-containing protein 1;Olink Explore Cardiometabolic;Low tissue specificity;LTS
1342;Q6UWN8;SPINK6;Serine protease inhibitor Kazal-type 6;Olink Explore Oncology;Tissue enhanced: lymphoid tissue- salivary gland- vagina;TELTSGV
1343;Q6UWW8;CES3;Carboxylesterase 3;Olink Explore Oncology;Tissue enhanced: intestine- liver- skeletal muscle;TEILSM
1344;Q6UX82;LYPD8;Ly6/PLAUR domain-containing protein 8;Olink Explore Oncology;Tissue enriched: intestine;TEI
1345;Q6XZF7;DNMBP;Dynamin-binding protein;Olink Explore Neurology;Low tissue specificity;LTS
1346;Q6ZMC9;SIGLEC15;Sialic acid-binding Ig-like lectin 15;Olink Explore Neurology;Tissue enhanced: breast- intestine- urinary bladder;TEBIUB
1347;Q6ZMH5;SLC39A5;Zinc transporter ZIP5;Olink Explore Inflammation;Group enriched: intestine- kidney- liver- pancreas;GEIKLP
1348;Q6ZMJ4;IL34;Interleukin-34;Olink Explore Neurology;Tissue enhanced: lymphoid tissue- skin 1;TELTS1
1349;Q7KYR7;BTN2A1;Butyrophilin subfamily 2 member A1;Olink Explore Inflammation;Low tissue specificity;LTS
1350;Q7L5N7;LPCAT2;Lysophosphatidylcholine acyltransferase 2;Olink Explore Oncology;Tissue enhanced: bone marrow- thyroid gland;TEBMTG
1351;Q7Z434;MAVS;Mitochondrial antiviral-signaling protein;Olink Explore Oncology;Low tissue specificity;LTS
1352;Q7Z4W1;DCXR;L-xylulose reductase;Olink Explore Oncology;Tissue enriched: liver;TEL
1353;Q7Z6M1;RABEPK;Rab9 effector protein with kelch motifs;Olink Explore Oncology;Low tissue specificity;LTS
1354;Q7Z7D3;VTCN1;V-set domain-containing T-cell activation inhibitor 1;Olink Explore Oncology;Tissue enhanced: breast- fallopian tube- pancreas;TEBFTP
1355;Q86U17;SERPINA11;Serpin A11;Olink Explore Cardiometabolic;Tissue enriched: liver;TEL
1356;Q86VW0;SESTD1;SEC14 domain and spectrin repeat-containing protein 1;Olink Explore Neurology;Low tissue specificity;LTS
1357;Q8IVG5;SAMD9L;Sterile alpha motif domain-containing protein 9-like;Olink Explore Inflammation;Tissue enhanced: lymphoid tissue;TELT
1358;Q8IWL1;SFTPA2;Pulmonary surfactant-associated protein A2;Olink Explore Oncology;Tissue enriched: lung;TEL
1359;Q8N129;CNPY4;Protein canopy homolog 4;Olink Explore Oncology;Low tissue specificity;LTS
1360;Q8N149;LILRA2;Leukocyte immunoglobulin-like receptor subfamily A member 2;Olink Explore Neurology;Tissue enhanced: bone marrow- lymphoid tissue;TEBMLT
1361;Q8N386;LRRC25;Leucine-rich repeat-containing protein 25;Olink Explore Oncology;Group enriched: bone marrow- lymphoid tissue;GEBMLT
1362;Q8N9I9;DTX3;Probable E3 ubiquitin-protein ligase DTX3;Olink Explore Oncology;Low tissue specificity;LTS
1363;Q8NBZ7;UXS1;UDP-glucuronic acid decarboxylase 1;Olink Explore Oncology;Low tissue specificity;LTS
1364;Q8NCC3;PLA2G15;Phospholipase A2 group XV;Olink Explore Oncology;Tissue enhanced: skeletal muscle;TESM
1365;Q8NHS0;DNAJB8;DnaJ homolog subfamily B member 8;Olink Explore Cardiometabolic;Tissue enriched: testis;TET
1366;Q8TCS8;PNPT1;Polyribonucleotide nucleotidyltransferase 1- mitochondrial;Olink Explore Inflammation;Low tissue specificity;LTS
1367;Q8TDL5;BPIFB1;BPI fold-containing family B member 1;Olink Explore Cardiometabolic;Tissue enhanced: cervix- salivary gland- stomach 1;TECSGS1
1368;Q8TE57;ADAMTS16;A disintegrin and metalloproteinase with thrombospondin motifs 16;Olink Explore Cardiometabolic;Tissue enhanced: brain- ovary;TEBO
1369;Q8WTV0;SCARB1;Scavenger receptor class B member 1;Olink Explore Neurology;Tissue enriched: adrenal gland;TEAG
1370;Q8WU39;MZB1;Marginal zone B- and B1-cell-specific protein;Olink Explore Inflammation;Tissue enhanced: intestine- lymphoid tissue;TEILT
1371;Q8WUX2;CHAC2;Glutathione-specific gamma-glutamylcyclotransferase 2;Olink Explore Oncology;Low tissue specificity;LTS
1372;Q8WV07;LTO1;Protein LTO1 homolog;Olink Explore Inflammation;Low tissue specificity;LTS
1373;Q8WV92;MITD1;MIT domain-containing protein 1;Olink Explore Neurology;Low tissue specificity;LTS
1374;Q8WWN9;IPCEF1;Interactor protein for cytohesin exchange factors 1;Olink Explore Neurology;Group enriched: bone marrow- brain- lymphoid tissue- thyroid gland;GEBMBLTTG
1375;Q8WWY7;WFDC12;WAP four-disulfide core domain protein 12;Olink Explore Oncology;Tissue enriched: skin 1;TES1
1376;Q8WXD2;SCG3;Secretogranin-3;Olink Explore Inflammation;Tissue enhanced: brain- pituitary gland- retina;TEBPGR
1377;Q92484;SMPDL3A;Acid sphingomyelinase-like phosphodiesterase 3a;Olink Explore Inflammation;Low tissue specificity;LTS
1378;Q92609;TBC1D5;TBC1 domain family member 5;Olink Explore Inflammation;Low tissue specificity;LTS
1379;Q92820;GGH;Gamma-glutamyl hydrolase;Olink Explore Cardiometabolic;Tissue enhanced: kidney- liver;TEKL
1380;Q92851;CASP10;Caspase-10;Olink Explore Neurology;Low tissue specificity;LTS
1381;Q92854;SEMA4D;Semaphorin-4D;Olink Explore Neurology;Tissue enhanced: brain;TEB
1382;Q92917;GPKOW;G-patch domain and KOW motifs-containing protein;Olink Explore Neurology;Low tissue specificity;LTS
1383;Q92932;PTPRN2;Receptor-type tyrosine-protein phosphatase N2;Olink Explore Neurology;Tissue enhanced: brain- pancreas;TEBP
1384;Q969P0;IGSF8;Immunoglobulin superfamily member 8;Olink Explore Cardiometabolic;Tissue enhanced: brain;TEB
1385;Q96A56;TP53INP1;Tumor protein p53-inducible nuclear protein 1;Olink Explore Cardiometabolic;Tissue enhanced: liver;TEL
1386;Q96AX2;RAB37;Ras-related protein Rab-37;Olink Explore Inflammation;Tissue enhanced: bone marrow- brain- lymphoid tissue;TEBMBLT
1387;Q96CD2;PPCDC;Phosphopantothenoylcysteine decarboxylase;Olink Explore Neurology;Low tissue specificity;LTS
1388;Q96DU3;SLAMF6;SLAM family member 6;Olink Explore Oncology;Tissue enriched: lymphoid tissue;TELT
1389;Q96FE7;PIK3IP1;Phosphoinositide-3-kinase-interacting protein 1;Olink Explore Neurology;Low tissue specificity;LTS
1390;Q96JP9;CDHR1;Cadherin-related family member 1;Olink Explore Neurology;Group enriched: retina- skin 1;GERS1
1391;Q96KG7;MEGF10;Multiple epidermal growth factor-like domains protein 10;Olink Explore Inflammation;Tissue enriched: brain;TEB
1392;Q96N03;VSTM2L;V-set and transmembrane domain-containing protein 2-like protein;Olink Explore Cardiometabolic;Tissue enhanced: brain- heart muscle;TEBHM
1393;Q96NA2;RILP;Rab-interacting lysosomal protein;Olink Explore Oncology;Tissue enhanced: heart muscle- skeletal muscle;TEHMSM
1394;Q96NB1;CEP20;Centrosomal protein 20;Olink Explore Oncology;Low tissue specificity;LTS
1395;Q96PP9;GBP4;Guanylate-binding protein 4;Olink Explore Neurology;Low tissue specificity;LTS
1396;Q99435;NELL2;Protein kinase C-binding protein NELL2;Olink Explore Inflammation;Tissue enhanced: brain- fallopian tube- retina;TEBFTR
1397;Q99549;MPHOSPH8;M-phase phosphoprotein 8;Olink Explore Cardiometabolic;Low tissue specificity;LTS
1398;Q99674;CGREF1;Cell growth regulator with EF hand domain protein 1;Olink Explore Cardiometabolic;Tissue enhanced: brain- salivary gland;TEBSG
1399;Q99683;MAP3K5;Mitogen-activated protein kinase kinase kinase 5;Olink Explore Oncology;Tissue enhanced: adrenal gland;TEAG
1400;Q99685;MGLL;Monoglyceride lipase;Olink Explore Inflammation;Low tissue specificity;LTS
1401;Q9BRF8;CPPED1;Serine/threonine-protein phosphatase CPPED1;Olink Explore Neurology;Low tissue specificity;LTS
1402;Q9BSG5;RTBDN;Retbindin;Olink Explore Oncology;Tissue enriched: retina;TER
1403;Q9BSW2;CRACR2A;EF-hand calcium-binding domain-containing protein 4B;Olink Explore Oncology;Tissue enhanced: bone marrow- intestine- salivary gland;TEBMISG
1404;Q9BT73;PSMG3;Proteasome assembly chaperone 3;Olink Explore Inflammation;Low tissue specificity;LTS
1405;Q9BU40;CHRDL1;Chordin-like protein 1;Olink Explore Inflammation;Tissue enhanced: adipose tissue- seminal vesicle;TEATSV
1406;Q9BUE0;MED18;Mediator of RNA polymerase II transcription subunit 18;Olink Explore Oncology;Low tissue specificity;LTS
1407;Q9BXS1;IDI2;Isopentenyl-diphosphate delta-isomerase 2;Olink Explore Neurology;Tissue enriched: skeletal muscle;TESM
1408;Q9C005;DPY30;Protein dpy-30 homolog;Olink Explore Oncology;Low tissue specificity;LTS
1409;Q9H008;LHPP;Phospholysine phosphohistidine inorganic pyrophosphate phosphatase;Olink Explore Inflammation;Tissue enhanced: brain- choroid plexus;TEBCP
1410;Q9H1C3;GLT8D2;Glycosyltransferase 8 domain-containing protein 2;Olink Explore Neurology;Low tissue specificity;LTS
